17
3,5,960,371,4,819,582,5,280,235
5,4,814,606,5,795,494,5,229,274,5,431,461,5,858,214
5,4,387,332,5,814,586,5,475,325,5,892,435,5,1078,59
5,4,500,239,4,500,239,5,315,171,5,315,171,4,817,579
1,5,547,283
4,5,270,236,5,805,599,5,889,427,5,1122,85
5,4,386,335,5,168,229,5,1212,243,5,817,605,5,926,405
5,5,833,274,5,978,386,5,1068,208,5,849,178,5,407,233
5,5,1183,81,5,869,449,5,831,590,5,327,197,5,493,329
5,5,577,228,5,900,411,4,817,598,5,1063,58,5,1060,99
5,5,405,206,5,1124,73,4,829,598,5,977,382,5,196,115
2,5,811,599,5,512,296
5,5,1175,71,4,628,145,5,515,100,5,148,85,4,833,596
5,5,118,287,5,304,223,5,372,408,5,823,594,5,826,528
5,5,568,238,5,116,119,5,171,212,5,813,606,5,1124,84
4,5,904,416,5,1142,291,5,1121,92,5,418,489
1,5,817,589
