16
4,5,414,388,5,107,283,5,724,411,5,611,359
5,5,605,364,5,447,597,5,746,397,5,783,73,5,234,210
5,5,627,252,5,429,382,5,240,217,5,778,82,5,298,196
5,5,303,194,5,436,397,5,618,320,5,240,201,5,778,81
5,5,162,158,5,393,364,5,656,515,5,620,317,5,265,542
5,5,398,373,5,625,279,5,1028,384,5,655,160,5,903,202
5,5,656,161,5,620,318,5,778,333,5,159,170,5,231,212
5,5,233,192,5,298,195,5,774,74,5,437,490,5,196,570
4,5,433,499,5,208,86,5,621,278,5,689,460
4,5,363,446,5,625,270,5,778,313,5,132,238
5,5,1131,434,5,885,328,5,1018,385,5,226,194,5,762,73
5,5,229,212,5,103,400,5,411,381,5,601,347,5,673,541
5,5,307,207,5,373,124,5,209,93,5,228,211,5,333,111
5,5,615,324,5,703,332,5,106,288,5,210,564,5,464,538
3,5,1030,381,5,361,446,5,399,330
4,5,445,388,5,622,300,5,79,383,4,293,109
