11
4,5,935,78,5,994,220,5,41,290,5,329,267
5,5,366,234,5,832,47,5,1170,599,5,1143,381,5,47,284
5,5,1142,376,5,1169,284,5,558,200,5,37,285,5,585,424
5,5,555,201,5,439,52,5,393,50,5,470,331,5,1142,377
5,5,1214,596,5,1102,618,5,768,499,5,250,504,5,49,305
5,5,1140,382,5,973,85,5,1067,157,5,38,286,5,562,200
5,4,553,202,5,1055,163,5,709,427,5,365,295,5,413,171
5,5,456,114,5,860,51,5,1208,584,5,1074,155,5,686,261
5,5,1149,368,5,556,200,5,584,424,5,37,283,5,96,130
5,5,1098,141,5,1141,369,5,554,197,5,148,186,5,39,281
5,5,473,311,5,558,196,4,1117,133,5,962,74,5,1140,374
