14
4,5,89,253,5,236,321,5,466,398,5,418,293
5,5,483,197,5,400,174,5,638,368,5,617,452,5,700,196
4,5,1072,354,5,428,289,5,662,460,5,461,384
3,5,171,112,5,606,101,5,585,476
5,5,427,286,5,506,292,5,705,429,5,604,446,5,100,360
5,5,139,187,5,25,65,5,317,238,5,488,202,5,591,170
5,5,466,307,5,638,371,5,777,301,5,977,371,5,626,555
5,4,146,479,4,188,314,4,235,143,5,115,235,5,1071,350
5,5,592,164,5,661,90,5,487,193,5,659,459,5,427,287
5,5,421,286,5,737,114,5,626,454,5,661,89,5,54,492
5,5,473,273,5,420,287,5,165,135,4,197,308,4,235,130
5,5,707,433,5,983,385,5,768,334,4,663,93,5,363,201
3,5,366,195,5,464,308,5,593,186
4,5,647,388,5,508,490,5,592,431,5,423,287
