15
4,5,301,287,4,356,375,5,716,93,5,1168,328
3,5,234,257,5,298,377,4,363,369
4,5,566,59,5,196,223,5,300,355,4,359,376
5,5,360,378,5,376,196,5,650,441,5,243,265,5,123,501
5,5,288,371,5,288,371,5,162,479,5,162,479,5,356,375
5,5,273,345,5,360,380,5,346,468,5,678,145,5,788,436
4,4,356,367,5,325,255,5,697,426,5,164,191
5,4,362,380,5,381,379,5,366,166,5,245,266,5,144,394
5,5,260,282,5,267,389,5,415,392,5,444,119,5,319,450
1,5,293,363
5,5,361,378,5,361,225,5,258,284,5,172,286,5,136,498
4,5,134,125,5,282,347,5,362,374,5,182,467
5,5,915,507,4,361,374,5,850,512,5,252,283,4,475,107
5,5,261,410,5,362,374,5,693,423,5,108,253,5,90,338
4,5,549,421,5,342,268,5,167,201,5,360,377
