13
4,5,1154,484,5,1103,76,5,875,579,5,649,255
4,5,224,554,5,386,527,5,1134,528,5,1180,153
5,5,1127,552,5,492,566,5,1182,206,5,537,124,5,645,246
5,5,329,524,5,329,524,5,185,541,5,185,541,5,1156,505
5,5,1162,139,5,1164,230,5,542,114,5,406,539,5,336,587
2,5,1169,493,5,310,517
3,5,35,430,5,156,118,5,616,134
5,5,249,499,5,193,549,5,658,257,5,545,119,5,1150,504
5,4,527,143,5,1180,440,5,972,355,5,917,395,5,650,254
5,5,756,340,5,422,542,5,1161,482,5,1153,249,5,536,128
4,5,1135,110,5,359,529,5,288,576,5,1152,495
5,5,530,128,5,1211,327,5,858,75,5,1178,207,5,391,536
3,5,1181,430,5,83,446,5,531,148
