16
2,5,219,102,5,916,171
4,5,845,152,5,1045,408,5,549,81,5,161,127
2,5,944,189,5,139,168
2,5,133,172,5,566,82
5,5,165,143,5,800,138,5,975,196,5,154,154,5,987,197
3,5,1020,420,5,858,157,5,457,478
3,5,141,176,5,886,172,5,765,34
3,5,902,174,5,771,32,5,96,207
3,5,1004,410,5,804,138,5,124,190
5,5,788,135,5,776,32,5,868,384,5,139,183,5,174,554
5,5,83,201,5,174,553,5,226,568,5,800,348,5,604,93
1,5,912,176
3,5,800,140,5,1170,194,5,1018,258
4,5,85,230,5,1082,443,5,1169,133,5,598,93
3,5,1074,222,5,148,162,5,21,155
3,5,124,183,5,761,127,5,1042,411
