17
5,5,1184,355,5,763,545,5,678,371,5,200,410,5,1060,286
2,5,1201,420,5,368,172
5,5,398,391,5,271,353,5,1031,4,5,751,69,5,368,174
5,5,267,270,5,267,270,5,203,398,5,203,398,5,1164,292
4,5,916,411,5,670,503,5,367,170,5,396,389
1,5,485,350
5,5,1200,417,5,1003,554,5,479,370,5,777,257,5,124,541
5,5,202,454,5,235,490,5,397,392,5,363,171,5,1177,340
5,5,1160,12,5,1201,417,5,400,601,5,122,530,5,367,148
4,5,202,378,5,692,379,5,1072,256,5,398,388
5,5,219,289,5,326,280,5,398,388,5,366,167,5,238,494
5,5,743,392,5,778,243,5,1058,211,5,364,169,5,398,392
5,5,1037,140,5,1150,193,5,1141,350,4,1030,4,5,401,393
5,5,397,391,5,234,494,5,103,412,5,380,181,5,1197,420
5,5,638,365,5,748,471,5,1049,170,5,235,498,5,207,404
3,5,1152,206,5,696,495,5,1030,3
4,4,367,167,4,396,387,5,632,367,5,811,452
