14
4,5,304,199,5,548,356,5,822,405,5,249,405
5,5,163,112,5,1179,300,5,991,374,5,1013,481,5,121,408
5,5,248,402,5,565,379,5,602,392,5,992,327,5,1143,562
5,5,560,55,5,560,55,5,487,161,5,487,161,5,816,402
3,5,853,344,5,492,159,5,623,17
5,4,140,125,5,327,188,5,623,11,5,563,416,5,834,368
5,4,722,289,4,662,152,5,883,309,5,546,342,5,473,163
4,5,861,334,5,581,27,5,1027,67,5,515,237
3,5,507,156,5,930,268,5,619,197
4,5,576,45,5,897,292,5,419,180,5,107,278
5,5,689,102,5,894,296,5,560,408,5,250,405,5,288,237
3,5,855,331,5,259,199,5,568,481
5,5,1142,584,5,1187,307,5,526,173,5,541,333,5,623,6
5,4,619,12,5,849,338,5,498,153,5,115,277,5,1028,237
