12
5,5,835,200,5,871,50,5,720,317,5,320,543,5,1109,465
4,5,554,316,5,805,203,5,137,274,5,91,81
4,5,719,316,5,82,105,5,390,274,5,689,152
5,5,806,205,5,568,318,5,140,276,4,557,97,5,877,214
4,5,831,313,5,64,104,5,484,55,5,555,586
5,5,870,104,5,833,203,5,388,311,5,308,549,5,134,382
4,5,806,198,5,31,166,5,441,339,5,708,315
5,5,623,327,5,885,103,5,835,209,5,369,607,5,50,130
5,5,397,30,5,418,59,5,496,224,5,505,272,5,564,477
5,5,71,101,5,432,340,5,845,207,5,640,131,4,851,209
5,5,804,201,5,836,202,5,1221,353,5,834,16,5,113,591
5,5,364,204,5,723,317,5,63,116,5,805,198,5,837,193
