13
5,5,49,11,5,65,133,5,182,87,5,797,116,5,799,277
5,5,341,282,5,341,282,5,109,245,5,109,245,5,797,278
5,5,309,333,5,613,290,5,128,290,5,21,517,5,805,254
3,5,703,463,5,325,502,5,935,138
5,5,342,262,5,45,556,5,598,335,5,947,263,5,901,322
3,5,39,548,5,166,424,5,675,179
4,5,331,258,5,617,273,5,792,306,5,807,142
4,5,349,413,5,221,226,5,441,159,5,1026,29
5,5,339,292,5,508,256,5,27,533,5,53,10,5,826,149
5,5,789,313,5,948,263,5,899,318,5,868,339,5,928,381
5,5,336,269,5,507,253,5,353,442,5,614,293,5,800,288
5,5,46,566,5,299,355,5,438,398,5,579,457,5,725,106
2,5,460,360,5,341,295
