14
3,5,368,156,5,675,217,5,1146,516
5,5,664,206,5,865,212,5,1012,196,5,429,189,5,129,338
3,5,487,359,5,778,357,5,1137,526
5,5,725,299,5,483,345,5,191,389,5,1105,542,5,1114,170
4,5,725,314,5,377,279,5,151,354,5,103,105
4,5,732,294,5,520,544,5,1149,515,5,1178,260
4,5,800,385,5,1093,125,5,1048,581,5,129,481
5,5,733,324,5,1131,209,5,461,262,5,370,448,5,598,532
5,5,759,340,5,444,258,5,500,422,5,1019,208,5,909,287
4,5,711,298,5,918,327,5,395,203,5,515,547
2,5,623,95,5,372,162
4,5,22,113,5,718,346,5,447,610,5,181,403
4,5,389,199,5,767,352,5,1099,548,5,1117,183
4,5,229,430,5,736,318,5,491,338,5,1118,169
