15
3,5,202,177,4,50,489,5,704,362
5,5,908,94,5,246,152,5,239,232,4,58,533,5,20,495
5,5,212,188,4,59,530,5,681,393,4,241,231,4,503,77
5,5,317,56,5,569,324,5,527,492,5,983,486,5,504,84
4,5,209,189,5,700,375,5,261,302,4,239,231
4,4,58,528,5,235,229,5,71,246,5,675,409
5,5,364,193,5,500,77,5,204,185,5,232,233,5,253,297
4,5,229,154,4,259,288,5,670,418,4,40,503
5,5,728,320,5,225,177,5,364,83,5,747,8,5,505,77
5,5,239,230,5,503,79,5,242,147,4,43,515,5,774,14
5,5,504,77,4,60,532,4,15,483,5,240,230,5,258,299
5,5,223,168,5,232,228,4,504,77,4,53,498,5,264,302
5,5,678,398,5,238,228,5,503,75,5,253,139,5,455,51
4,5,221,175,4,240,229,4,54,527,5,659,428
4,5,269,109,5,505,74,4,357,184,4,261,300
