24
5,5,55,120,5,287,290,5,463,334,5,1029,447,5,1143,298
5,5,1031,439,5,1131,339,5,419,409,5,288,336,5,41,152
5,5,1128,441,5,431,345,5,1030,447,5,1202,403,5,42,89
5,5,56,94,5,1073,357,5,1150,219,5,745,173,5,738,238
5,5,1207,526,5,1142,341,5,1019,470,5,54,88,5,589,449
3,5,1106,573,5,1032,422,5,21,176
4,5,43,392,5,42,90,5,538,177,5,1139,244
5,5,1139,338,5,47,363,5,54,86,5,536,126,5,990,83
3,5,1039,421,5,966,161,5,1212,524
5,5,1127,451,5,1205,532,5,1033,477,5,46,133,5,473,322
5,5,444,277,5,1156,112,5,50,60,5,378,344,5,627,435
5,5,942,123,5,1126,424,5,1033,455,5,54,86,5,610,458
3,5,44,99,5,518,195,5,1117,472
5,5,1140,303,5,1206,406,5,657,478,5,46,389,5,268,344
4,5,1142,324,5,504,292,5,973,145,5,43,135
5,5,25,146,5,472,311,5,1135,389,5,1026,450,5,914,289
5,5,515,277,5,916,311,5,1125,417,5,46,388,5,54,104
5,5,487,313,5,1140,338,5,755,286,5,52,102,5,48,383
5,5,40,383,5,1138,358,5,1059,402,5,643,145,5,339,88
5,5,40,119,5,547,168,5,44,380,5,1110,600,5,938,234
5,5,494,302,5,891,388,5,1136,375,5,27,118,5,70,458
5,5,518,267,5,1108,566,5,976,141,5,1140,42,5,1051,353
5,5,43,388,5,30,157,5,1025,471,5,1136,378,5,478,261
5,5,42,116,5,1041,434,5,1143,285,5,499,305,5,42,382
