20
5,5,210,216,5,145,45,5,251,313,5,665,362,5,375,320
5,5,693,283,5,777,393,5,348,160,5,203,215,5,140,34
5,5,217,213,5,344,180,5,690,284,5,239,521,5,129,546
5,5,719,219,5,107,41,5,237,364,5,234,516,5,779,398
4,5,779,395,5,149,53,5,238,518,5,1008,241
5,5,702,256,5,716,120,5,373,445,5,226,511,5,624,61
5,5,103,244,5,254,326,5,378,328,5,721,142,5,695,257
1,5,378,432
5,5,81,32,5,350,90,5,300,512,5,654,112,5,712,276
2,5,129,40,5,348,174
4,5,719,223,5,776,394,5,715,117,5,125,41
5,5,273,293,5,686,294,5,245,526,5,376,314,5,715,112
1,5,235,494
2,5,676,335,5,353,140
5,5,669,347,5,102,42,5,227,522,5,774,387,5,162,473
4,5,340,191,5,694,241,5,104,222,4,249,507
3,5,803,49,5,657,478,5,629,114
5,5,90,31,5,295,254,5,762,138,5,57,248,5,375,378
5,5,369,295,5,341,172,5,724,197,5,367,536,5,223,205
5,5,706,261,5,370,439,5,174,453,5,139,39,5,627,112
