14
4,5,734,224,5,897,298,5,885,27,5,556,44
5,5,873,285,5,584,40,5,601,523,5,1086,172,5,1105,130
1,5,285,424
5,5,857,316,5,745,261,5,553,551,5,666,565,5,1086,119
3,5,579,36,5,507,26,5,763,461
4,5,930,206,5,1023,96,5,747,293,5,678,580
5,5,802,400,5,1101,188,5,1018,81,5,906,244,5,753,473
5,5,586,49,5,499,28,5,740,220,4,974,146,4,992,97
3,5,568,23,5,742,145,5,946,181
3,5,751,464,4,571,35,5,1019,92
5,5,648,494,5,888,273,4,592,36,4,502,32,5,745,130
5,5,797,406,5,966,469,5,595,39,5,492,25,5,1108,195
5,5,591,30,5,506,18,5,344,54,5,765,449,5,1208,181
5,5,592,34,5,511,28,5,750,31,5,741,173,5,757,341
