20
3,5,553,402,5,992,424,5,1089,134
5,5,484,333,5,789,305,5,1098,229,5,927,254,5,203,435
4,5,934,281,5,773,265,5,1148,258,5,1106,249
5,5,345,377,5,641,467,5,796,361,5,1037,484,5,1111,269
5,5,441,298,5,770,247,5,916,244,5,819,329,5,1096,196
2,5,355,208,5,904,221
5,5,176,557,5,1128,370,5,987,406,5,1157,245,5,1005,57
5,5,1122,366,5,463,322,5,973,378,5,321,581,5,824,417
2,5,1003,624,5,1067,548
5,5,952,308,5,499,361,5,1124,391,5,788,337,5,194,471
4,5,390,224,5,779,299,5,923,259,5,1090,202
4,5,480,341,5,788,339,5,1093,172,5,942,320
5,5,480,339,5,897,168,5,996,65,5,174,470,5,133,359
5,5,675,489,5,953,345,5,1120,358,5,786,335,5,256,508
5,5,1091,165,5,781,331,5,481,334,5,954,357,5,827,336
5,5,1044,190,5,768,181,5,822,294,5,272,158,5,816,338
4,5,517,368,5,788,333,5,943,307,5,1114,332
5,5,1096,192,5,900,210,5,851,40,5,1128,508,5,716,23
5,5,897,215,5,1094,154,5,740,171,5,449,298,5,1122,500
4,5,447,317,5,782,294,5,1116,292,5,945,327
